03-Oct-2017,6 ,24,32,48,50,1 ,5 ,"HKWV23693,HKXK00811"                                                                                                              ,1047
29-Sep-2017,7 ,18,19,32,48,3 ,7 ,"MJWJ77690,XHVJ06918"                                                                                                              ,1046
26-Sep-2017,1 ,29,40,41,48,6 ,12,"THVJ92749,ZHVR72885"                                                                                                              ,1045
22-Sep-2017,6 ,11,31,39,42,1 ,3 ,"JGTP45215,JGTQ09773"                                                                                                              ,1044
19-Sep-2017,1 ,8 ,21,30,45,2 ,3 ,"HDSQ06930,JFTK18065"                                                                                                              ,1043
15-Sep-2017,13,18,37,44,49,9 ,12,"XDSQ75959,ZDSH70896"                                                                                                              ,1042
12-Sep-2017,10,17,27,29,35,4 ,11,"MCSB30158,VVQN56819"                                                                                                              ,1041
08-Sep-2017,9 ,24,42,47,49,1 ,5 ,"JZRK85978,ZZRM99959"                                                                                                              ,1040
05-Sep-2017,6 ,9 ,18,28,29,1 ,9 ,"HZRL04976,HZRP18807"                                                                                                              ,1039
01-Sep-2017,3 ,7 ,8 ,14,49,5 ,8 ,"VWRB11013,VXRD62640"                                                                                                              ,1038
29-Aug-2017,4 ,12,15,32,38,1 ,5 ,"MWQW22401,TWRB83759"                                                                                                              ,1037
25-Aug-2017,1 ,5 ,7 ,15,47,9 ,12,"HVQR65535,TVQP66669"                                                                                                              ,1036
22-Aug-2017,3 ,10,12,17,27,3 ,5 ,"JTQL12063,ZTQL24661"                                                                                                              ,1035
18-Aug-2017,2 ,24,39,42,45,2 ,8 ,"VSQC12577,VSQC54127"                                                                                                              ,1034
15-Aug-2017,10,14,30,35,46,4 ,10,"JRPR18490,XRPQ93305"                                                                                                              ,1033
11-Aug-2017,18,28,39,46,48,5 ,12,"JQPP99929,TMNR37838"                                                                                                              ,1032
